id	text	hate_type	hate_severity	to_whom
87489	ভাই ব্যারিষ্টার মানুষ বলতে ডর লাগে তবু ও না বললে হজম হইতেছে না দেশের ভবিষ্যৎ দেখে ভাইয়ের বাকি চুল গুলো থাকবে তো	None	Little to None	None
4770	ভাই লাইক চাই	None	Little to None	None
123122	কতৃপক্ষের দৃষ্টি আকর্ষণ করছি খবরের মধ্যে এতো এড আসে কেন	None	Little to None	None
406497	আমি যেতে চাই কিসের মাধ্যমে যাবো বলবেন প্লিজ	None	Little to None	None
836413	কথা শুনে মনে হয় এখনও সাইকেল চালায় নি কিন্তু আমি শিউর বাস ট্রাক এরোপ্লেন সবই চালিয়েছে	None	Little to None	None
213158	মিথ্যা মামলা দিয়ে বেশিক্ষন আটকে রাখতে পারবেনা সত্যের জয় নিশ্চিত হবে ইনশাআল্লাহ	None	Little to None	None
426076	আল্লাহ আমাদের তৈরি করেছেন	None	Little to None	None
132523	জুতা মার হালা তদন্ত কমিটি তিন দিন পর গেছে তদন্ত করতে নাটক বাজ জারু বারি মারা দরকার তিন দিন পর ওখানে গেছে তদন্ত করতে শালা নলা	Profane	Mild	Community
651382	আমার মনে হয় রাশিয়ার এই প্রস্তাব ফিরিয়ে দেওয়া ভুল হবে এই প্রস্তাব মেনে নিয়ে বাংলাদেশের জনগণকে বাচাও তোমরা	None	Little to None	None
225253	আল্লাহ তুমি ছার দেও ছেরে দেও না	None	Little to None	None
520355	গালিগালাজ ছাড়া নগ্নতা ছাড়া কিভাবে নাটক হিট করা যায় সেটা আশফাক নিপুন প্রমান করেছেন	None	Little to None	None
88339	সময় টিভি সবসময় অস্বাভাবিক আমরা জানি হালুয়া রুটির গল্প	Abusive	Little to None	Organization
855278	বিরিজের ভিতরে রড এর পরিবর্তে বার দিয়েছে আপনাকে ধন্যবাদ দিতেই হয়	None	Little to None	None
838273	এই বেটি বাংলাদেশ মুসলিম দেশ আর তুমিতো নামধারী মুসলমান	Abusive	Mild	Individual
