text,label
খবর বলেনানাকি মশকারি করেএই ভাষা কিভাবে ব্যবহার করে,5
বাংলাদেশ দুর্নীতি মুক্ত দেশ,0
শব খবর এনারাই পায় কারন করেই তো ওরা,0
এটা অনেক ভালো বাংলাদেশে চলমান থাকুক আর বেস্সা মহিলা গুলো একটু বুঝুক,4
আমি তামিমের একজন ভক্ত হিসাবে চাওয়া আজ তামিম ঘৃনাভরে যেন ক্রিকেট কে ত্যাগ করে এবং বিসিবির সভাপতি সহ সকলের মুখোশ উন্মোচন করে দেন,5
চুরি চুরি করে ক্ষমতায় বসে আবার বড় বড় কথা,5
সঠিক তদন্ত করা এবং যেই হোকনা কেন বিচারের আওতায় আনা৷ এমন অনেক কিছু হয় এর পিছনে সরজন্ত থাকে,0
তোর নিজের ব্যক্তিগত জীবনের দিকে চিন্তা কর কয়টা পরকীয়া করছিস খাঙ্কি নিজের চরকায় তেল দে,4
অনেক কিছু শেখার আছে,0
ধন্যবাদ শুভ কামনা রইল,0
মাদ্রাসার ছাত্র জাউরা জাউরা জাওরার ঘরে সাওরা ছাত্রর দিকে এই অবস্থা হইছে খুব ভালো খুব ভালো খুব ভালো,4
নিউজের মাঝে এড একদম বিরক্তিকর এই কারণে আপনাদের নিউজ দেখা বাদ দিছি আমার মতো হয়তো অনেকেই বাদ দিয়েছে,5
